LandSF,TotalFinishedArea,TotalAppraisedValue
6350.0,3459.5,151900.0
6450.0,4974.5,176400.0
6665.0,2855.0,160700.0
7950.0,3150.5,124200.0
33750.0,3594.0,405200.0
7500.0,1914.00001,160300.0
13500.0,1602.0,149100.0
6860.0,3523.25,170000.0
3400.0,2824.0,130100.0
7100.0,1056.0,114600.0
5534.0,5742.0,88800.0
18160.0,1769.0,511500.0
