LandSF,TotalFinishedArea,TotalAppraisedValue
9375.0,1280.0,132800.0
5000.0,1659.5,130300.0
7500.0,3250.0,170000.0
5000.0,2291.5,156600.0
11250.0,972.0,105900.0
10080.0,1244.0,122100.0
13000.0,4594.0,336500.0
11810.0,2583.60001,186200.0
8300.0,4066.60002,169600.0
5500.0,1250.5,156100.0
6250.0,1623.8,128800.0
3250.0,2187.5,160900.0
5650.0,936.0,134500.0
7600.0,4212.0,134400.0
6960.0,4262.5,278100.0
7550.0,3223.0,134200.0
2849.0,1340.0,136600.0
14995.0,8445.5,224100.0
8730.0,912.0,114800.0
5500.0,2472.5,134800.0
7500.0,3270.0,157900.0
4100.0,2690.0,243400.0
13125.0,5399.0,303700.0
7750.0,3789.5,150500.0
5500.0,974.40001,118700.0
6635.0,1664.0,126700.0
6310.0,4039.75,168200.0
6490.0,1162.5,137500.0
6375.0,1008.00001,101900.0
5500.0,2782.0,144100.0
18720.0,3786.5,417700.0
9100.0,1680.0,101400.0
10500.0,3762.0,198200.0
5710.0,2560.0,150400.0
12000.0,2480.0,168300.0
9216.0,3120.0,189200.0
8250.0,2488.00001,264500.0
7945.0,5538.0,66000.0
5760.0,1075.20001,132000.0
8750.0,1614.0,134200.0
6250.0,2829.0,146700.0
69696.0,7216.0,711000.0
3540.0,2748.0,132400.0
40560.0,2652.0,448000.0
6120.0,1255.0,124000.0
7500.0,2117.00001,156500.0
5632.0,3375.0,130300.0
8840.0,1666.0,123700.0
5712.0,2729.2,142000.0
7560.0,1021.0,128700.0
12000.0,899.0,130600.0
7500.0,1925.00001,176500.0
6700.0,1230.00001,148800.0
7740.0,1404.0,134200.0
6000.0,1168.0,71600.0
7650.0,2348.0,143400.0
6250.0,1075.20001,115500.0
7580.0,3377.0,159000.0
5670.0,3886.0,222500.0
6790.0,1833.0,124200.0
5990.0,1260.0,134000.0
7650.0,1048.00001,131700.0
7650.0,3720.0,207600.0
28875.0,1170.0,107200.0
12875.0,1714.0,158700.0
7500.0,3355.0,134900.0
7500.0,3880.25,172100.0
6900.0,1750.0,154800.0
11250.0,1007.0,121000.0
10000.0,1123.20001,129700.0
7940.0,3936.0,181200.0
6770.0,4626.0,197700.0
3294.0,1302.0,74300.0
7750.0,1576.0,151900.0
9385.0,3744.0,148700.0
4800.0,1600.0,135700.0
5805.0,1836.0,135500.0
5250.0,3510.0,170100.0
7050.0,1075.20001,113600.0
3845.0,2967.25,137100.0
5400.0,3197.0,157600.0
5313.0,1014.0,129900.0
7716.0,2794.0,211300.0
17420.0,2774.0,197100.0
9000.0,1456.0,149300.0
5650.0,1094.0,148800.0
6800.0,3306.75,157200.0
22658.0,18446.0,672800.0
7600.0,1830.5,115800.0
7775.0,2732.0,199400.0
7500.0,1264.0,130100.0
5320.0,4195.25,303200.0
6448.0,29159.0,4014000.0
10125.0,900.0,125700.0
9700.0,2807.0,164300.0
6850.0,2524.0,166700.0
9260.0,9993.0,354500.0
9150.0,2961.0,165400.0
6000.0,2802.5,155900.0
8400.0,1644.0,133800.0
7600.0,1830.5,115800.0
4800.0,3480.0,61000.0
16272.0,2500.0,146000.0
7560.0,1021.0,128700.0
6750.0,1041.60001,111200.0
18520.0,1941.00001,130400.0
6195.0,4104.0,171600.0
10450.0,2977.0,195900.0
7430.0,3888.0,184200.0
5950.0,10575.0,514300.0
5050.0,2962.5,155000.0
8016.0,900.0,112100.0
6250.0,2991.60001,105300.0
6900.0,1776.00001,143000.0
5000.0,1847.5,83100.0
9790.0,1530.25,135800.0
22630.0,5758.0,679200.0
6075.0,2648.0,137500.0
9000.0,2950.0,166800.0
7500.0,2877.5,78800.0
12950.0,2390.0,138400.0
5000.0,1040.20001,133800.0
7500.0,3684.00002,231200.0
6750.0,1370.25,118900.0
9270.0,1938.0,133900.0
6800.0,3255.0,251700.0
8700.0,4494.0,222400.0
8300.0,1015.0,122500.0
3400.0,2824.0,130100.0
4920.0,3459.0,145500.0
7500.0,2553.60001,132500.0
10341.0,1470.0,148500.0
12350.0,1112.0,156600.0
3340.0,2375.0,114600.0
8285.0,1241.0,126100.0
10020.0,3510.0,58400.0
6480.0,1904.0,142900.0
11100.0,1924.30001,158400.0
6800.0,1232.0,136000.0
16800.0,5591.0,379400.0
44431.0,4078.0,139000.0
7600.0,1830.5,115800.0
8900.0,2619.0,109400.0
5000.0,1230.0,111100.0
7450.0,4263.0,167100.0
6850.0,2145.0,149300.0
13980.0,10055.52,532500.0
6450.0,1716.0,130000.0
6940.0,7915.0,78800.0
8325.0,5547.0,66000.0
11985.0,4262.5,70900.0
2543.0,9005.0,360200.0
9068.0,3210.00001,178800.0
10510.0,4187.25,263700.0
7874.0,1023.0,131700.0
8340.0,3744.0,166400.0
7500.0,974.40001,119200.0
7750.0,3921.5,64200.0
7500.0,900.0,116000.0
6150.0,1075.20001,103800.0
3940.0,2838.0,123500.0
5250.0,3726.0,214400.0
7000.0,675.0,88300.0
6900.0,4680.0,176600.0
4950.0,4329.0,185800.0
13980.0,10055.52,532500.0
14088.0,2160.00001,180700.0
6150.0,1302.0,131900.0
5500.0,2782.0,144100.0
8750.0,1086.0,132900.0
6757.0,1008.00001,120700.0
5980.0,4449.5,148400.0
15840.0,3314.2,523200.0
12900.0,16822.0,963100.0
6350.0,2594.0,198100.0
7560.0,1092.0,133100.0
70753.0,11242.0,2114400.0
7500.0,974.40001,119200.0
7250.0,1351.0,158500.0
7500.0,2874.00001,157900.0
3400.0,2824.0,130100.0
4806.0,1280.0,126200.0
7965.0,3450.0,66000.0
5467.0,1290.75,125000.0
44867.0,6491.0,425900.0
8320.0,6196.0,314100.0
5550.0,2290.0,132300.0
7425.0,2732.0,215500.0
6944.0,1043.0,127500.0
4555.0,3525.0,56200.0
4250.0,2212.5,144700.0
7250.0,1772.0,139300.0
8250.0,2400.00001,225900.0
14400.0,3674.60001,418700.0
4500.0,2507.5,109700.0
7155.0,1834.0,158600.0
19250.0,3256.11,350300.0
8250.0,3387.0,168500.0
4050.0,3663.0,162400.0
5080.0,1442.0,127400.0
6075.0,2464.0,125900.0
10010.0,2768.2,210700.0
6210.0,2254.0,139000.0
4680.0,3135.0,117363.0
6050.0,2338.0,208700.0
7575.0,3336.0,174500.0
5375.0,1802.25,140700.0
6600.0,1810.0,159900.0
6090.0,1440.0,90900.0
6780.0,6691.5,267400.0
17738.0,2236.0,347200.0
7550.0,3888.0,154800.0
5750.0,2240.0,155500.0
